Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
Hemant Kanoria,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel / FO adjacent,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rishad Premji,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Wipro / Premji ecosystem angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
T.V. Mohandas Pai,Angel / Individual,"Pre-Seed, Seed, Series A",,"Edtech, Sector Agnostic",,,,Aarin Capital / personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Naveen Tewari,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Adtech",,,,InMobi founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Abhay Raosaheb,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,InMobi / operator,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Piyush Shah,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,BrowserStack co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ritesh Arora,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,BrowserStack co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Abhinav Asthana,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,Postman co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ankit Sobti,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,Postman co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Abhijit Kane,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,Postman co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Srihari Kumar,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Cashfree co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Akash Sinha,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Cashfree,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Yashwanth Kumar,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Fintech operator angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Shailesh Rao,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Twitter India / Google alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Caesar Sengupta,Angel / Individual,"Pre-Seed, Seed",,"Fintech, Sector Agnostic",,,,Google Pay alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sameer Nigam,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,PhonePe founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rahul Chari,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,PhonePe co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Burzin Engineer,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,PhonePe,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vishal Gupta,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Fintech operator,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Dhruv Sheth,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,CRED / fintech angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Bhavin Turakhia,Angel / Individual,"Pre-Seed, Seed",,"SaaS / Enterprise, Sector Agnostic",,,,Directi / Flock angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Divyank Turakhia,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Media.net angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Radhakishan Damani,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Avenue Supermarts — selective angel/FO,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vijay Shekhar Sharma,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Paytm founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Madhur Deora,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,Paytm,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Amit Nayyar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Paytm Mall / operator,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Deep Kalra,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Travel",,,,MakeMyTrip founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rajesh Magow,Angel / Individual,"Pre-Seed, Seed",,"Travel, Consumer / D2C",,,,MakeMyTrip,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Phani Raju,Angel / Individual,"Pre-Seed, Seed",,Travel,,,,MMT,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Dinesh Agarwal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,IndiaMART founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Brijesh Agrawal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,IndiaMART,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Narayana Murthy,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Catamaran / personal angel activity,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sudha Murty,Angel / Individual,"Pre-Seed, Seed",,"Impact, Edtech",,,,Philanthropy-adjacent angel selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Nandan Nilekani,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Fundamentum / personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rohini Nilekani,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,Impact angel / FO,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kris Gopalakrishnan,Angel / Individual,"Pre-Seed, Seed, Series A",,"Deep Tech, Sector Agnostic",,,,Axilor / personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
S.D. Shibulal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Infosys founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
V. Balakrishnan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Ex-Infosys CFO angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ravi Venkatesan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Ex-Microsoft India chairman angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kiran Mazumdar-Shaw,Angel / Individual,"Pre-Seed, Seed, Series A",,"Health, Biotech",,,,Biocon founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Dilip Shanghvi,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Sun Pharma — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Yusuf Hamied,Angel / Individual,"Pre-Seed, Seed",,Health,,,,Cipla — selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Leena Nair,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Chanel / HUL alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Zia Mody,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,AZB — selective angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Haresh Chawla,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Media",,,,True North / media operator angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Manish Vij,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel network active,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sandeep Tandon,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Primus / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sunil Kalra,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Active India angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anil Joshi,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Unicorn India / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rishabh Gupta,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Amit Gupta,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel — verify which Amit,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sanjiv Rangrass,Angel / Individual,"Pre-Seed, Seed",,Agritech / Food,,,,ITC alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Pushkar Mukewar,Angel / Individual,"Pre-Seed, Seed",,Agritech / Food,,,,Ninjacart founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Thirukumaran Nagarajan,Angel / Individual,"Pre-Seed, Seed",,Agritech / Food,,,,Ninjacart,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Karthee Vidya,Angel / Individual,"Pre-Seed, Seed",,Deep Tech,,,,Speciale / personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Raghunandan G,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,TaxiForSure founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sudhakar Reddy,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Srikanth Iyer,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Really Great Things / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ashish Goel,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Urban Ladder founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rahul Anand,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kavin Mittal,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Media",,,,Hike founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anirudh Bhati,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Utsav Somani,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,AngelList India / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Tanul Sharma,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel / content,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ranjan Kumar,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vaibhav Domkundwar,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Better Capital — personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Aakrit Vaish,Angel / Individual,"Pre-Seed, Seed",,"AI / ML, Sector Agnostic",,,,Haptik founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Swapan Rajdev,Angel / Individual,"Pre-Seed, Seed",,AI / ML,,,,Haptik,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Yash Jaluka,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rishi Bharrdwaj,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Exfinity / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sateesh Andra,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Venture Highway / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anand Rajaraman,Angel / Individual,"Pre-Seed, Seed",,"AI / ML, Sector Agnostic",,,,Kosmix / Cambrian — India deals,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Venky Harinarayan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Kosmix co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Jayesh Parekh,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Jungle Ventures / Sony / angel India,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Maneesh Bhandari,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Orios / personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rehan Yar Khan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Orios / personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Suruchi Rana,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anjali Bansal,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Avaana Capital / personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Padmaja Ruparel,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,IAN co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Saurabh Srivastava,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,IAN / TiE angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Praveen Chakravarty,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel / policy,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Luis Miranda,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,IDFC / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vishal Gondal,Angel / Individual,"Pre-Seed, Seed",,Gaming / Media,,,,Indiagames founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Naveen Gurnaney,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Arihant Patni,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Patni / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rishabh Mariwala,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Sharrp / Mariwala next-gen,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Rajiv Mehta,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Nike India alum / brand angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Suresh Narayanan,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Nestlé India alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Pankaj Jaju,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Aneta / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anuj Srivastava,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Wearisma / D2C angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sandeep Aggarwal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,ShopClues founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Radhika Aggarwal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,ShopClues,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sanjeev Barnwal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Meesho co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Adwaita Nayar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Nykaa next-gen angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anchit Nayar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Nykaa,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Amit Chaudhary,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Lenskart co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sumeet Vadera,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Pepperfry founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ambareesh Murty,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Pepperfry,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Roman Saini,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,Unacademy co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Hemesh Singh,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,Unacademy,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sachin Gupta,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,HackerEarth founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vivek Prakash,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,HackerEarth,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Byju Raveendran,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,BYJU'S founder — selective angel history,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Divya Gokulnath,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,BYJU'S,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ronnie Screwvala,Angel / Individual,"Pre-Seed, Seed, Series A",,"Edtech, Media, Impact",,,,upGrad / personal angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Zeeshan Ali Syed,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,upGrad,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Mayank Kumar,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,upGrad co-founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Phalgun Kompalli,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,upGrad,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ravee Gupta,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ishan Gupta,Angel / Individual,"Pre-Seed, Seed",,Edtech,,,,Foundit / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Karan Bajwa,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,IBM India alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
CP Gurnani,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Tech M alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vanitha Narayanan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,IBM alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kiran Karnik,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,NASSCOM ex-president angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Azim Premji,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,Selective — usually via Premji Invest,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Anand Mahindra,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Personal + Mahindra ecosystem angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Vineet Rai,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,Aavishkaar founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Urvashi Prasad,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Chetna Sinha,Angel / Individual,"Pre-Seed, Seed",,"Impact, Fintech",,,,Mann Deshi / impact angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Nachiket Mor,Angel / Individual,"Pre-Seed, Seed",,"Health, Fintech",,,,Impact angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Roopa Kudva,Angel / Individual,"Pre-Seed, Seed",,Impact,,,,Omidyar / personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Jayant Sinha,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Ex-minister / PE alum angel selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Naina Lal Kidwai,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Banking alum angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
K. Vaitheeswaran,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,First ecommerce founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Ashish Hemrajani,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Media",,,,BookMyShow founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Parikshit Dar,Angel / Individual,"Pre-Seed, Seed",,Media,,,,BookMyShow,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kanika Tekriwal,Angel / Individual,"Pre-Seed, Seed",,"Logistics, Climate / Sustainability",,,,JetSense / aviation climate angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Richa Kar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Zivame founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Sai Srinivas Kiran G,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,Mamaearth early / angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Yashovardhan Birla,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,Birla FO angel selective,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Kumar Mangalam Birla,Angel / Individual,"Pre-Seed, Seed, Series A",,Sector Agnostic,,,,Usually via group — selective personal,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Aditya Birla,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,group — medium,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
Shradha Sharma,Angel / Individual,"Pre-Seed, Seed",,"Media, Sector Agnostic",,,,YourStory founder angel,,,,Unverified – inferred,HQ India,deal press,C-angels,approved_high
