Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
Zoho Investments,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.zoho.com,,,,,,Unverified – inferred,HQ India,https://www.zoho.com,B,approved_high
Freshworks Capital,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.freshworks.com,,,,,,Unverified – inferred,HQ India,https://www.freshworks.com,B,approved_high
Postman Capital,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.postman.com,,,,,,Unverified – inferred,HQ India,https://www.postman.com,B,approved_high
BrowserStack Investments,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.browserstack.com,,,,,,Unverified – inferred,HQ India,https://www.browserstack.com,B,approved_high
Chargebee Investments,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.chargebee.com,,,,,,Unverified – inferred,HQ India,https://www.chargebee.com,B,approved_high
Infosys Innovation Fund,Corporate / CVC,"Seed, Series A",,"SaaS / Enterprise, AI / ML",,https://www.infosys.com,,,,,,Unverified – inferred,HQ India,https://www.infosys.com,B,approved_high
TCS Co-Innovation / TCS Ventures,Corporate / CVC,"Seed, Series A",,"SaaS / Enterprise, AI / ML",,https://www.tcs.com,,,,,,Unverified – inferred,HQ India,https://www.tcs.com,B,approved_high
Tech Mahindra Ventures,Corporate / CVC,"Seed, Series A",,Sector Agnostic,,https://www.techmahindra.com,,,,,,Unverified – inferred,HQ India,https://www.techmahindra.com,B,approved_high
HCL Software Investments,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.hcltech.com,,,,,,Unverified – inferred,HQ India,https://www.hcltech.com,B,approved_high
L&T Technology Services Ventures,Corporate / CVC,"Seed, Series A",,Deep Tech,,https://www.ltts.com,,,,,,Unverified – inferred,HQ India,https://www.ltts.com,B,approved_high
Mphasis NEXT Labs Investments,Corporate / CVC,"Seed, Series A",,"AI / ML, SaaS / Enterprise",,https://www.mphasis.com,,,,,,Unverified – inferred,HQ India,https://www.mphasis.com,B,approved_high
Persistent Ventures,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.persistent.com,,,,,,Unverified – inferred,HQ India,https://www.persistent.com,B,approved_high
Mindtree Ventures / LTIMindtree Investments,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.ltimindtree.com,,,,,,Unverified – inferred,HQ India,https://www.ltimindtree.com,B,approved_high
Birlasoft Ventures,Corporate / CVC,"Seed, Series A",,SaaS / Enterprise,,https://www.birlasoft.com,,,,,,Unverified – inferred,HQ India,https://www.birlasoft.com,B,approved_high
CitiusTech Investments,Corporate / CVC,"Seed, Series A",,Health,,https://www.citiustech.com,,,,,,Unverified – inferred,HQ India,https://www.citiustech.com,B,approved_high
Godrej Family Office,Family Office,"Seed, Series A",,"Consumer / D2C, Climate / Sustainability",,,,,,,,Unverified – inferred,HQ India,public market / deal press,B,approved_high
Bharti Family Office,Family Office,"Series A, Series B",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,deal press,B,approved_high
Murugappa Family Office,Family Office,"Seed, Series A",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,deal press,B,approved_high
Goenka Family Office,Family Office,"Seed, Series A",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,deal press,B,approved_high
Bajaj Family Office,Family Office,"Seed, Series A",,"Fintech, Sector Agnostic",,,,,,,,Unverified – inferred,HQ India,deal press,B,approved_high
Piramal Family Office,Family Office,"Seed, Series A",,"Health, Sector Agnostic",,,,,,,,Unverified – inferred,HQ India,deal press,B,approved_high
Amansa Holdings,Family Office,Growth,,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public filings / press,B,approved_high
Malabar Investments,Family Office,Growth,,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public filings / press,B,approved_high
Rohit Bansal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Binny Bansal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Sachin Bansal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Falguni Nayar,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Peyush Bansal,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Aman Gupta,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Deepinder Goyal,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Logistics",,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Bhavish Aggarwal,Angel / Individual,"Pre-Seed, Seed",,"Mobility, Deep Tech",,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Harshil Mathur,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Shashank Kumar,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Vidit Aatrey,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Sanjay Sethi,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Logistics",,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Mukesh Bansal,Angel / Individual,"Pre-Seed, Seed",,"Consumer / D2C, Health",,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Sujeet Kumar,Angel / Individual,"Pre-Seed, Seed",,Logistics,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Girish Mathrubootham,Angel / Individual,"Pre-Seed, Seed",,SaaS / Enterprise,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Rajan Anandan,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,https://www.linkedin.com/in/rajananandan,https://www.linkedin.com/in/rajananandan,,,,,Unverified – inferred,HQ India,https://www.linkedin.com/in/rajananandan,B,approved_high
Alok Mittal,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Aprameya Radhakrishna,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Neeraj Arora,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Sharad Sharma,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,iSPIRT / public track,B,approved_high
Ashish Kashyap,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Phanindra Sama,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Varun Alagh,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Ghazal Alagh,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Ankur Warikoo,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Radhika Gupta,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Nithin Kamath,Angel / Individual,"Pre-Seed, Seed",,"Fintech, Climate / Sustainability",,,,,,,,Unverified – inferred,HQ India,Zerodha / Rainmatter related,B,approved_high
Nikhil Kamath,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Ashneer Grover,Angel / Individual,"Pre-Seed, Seed",,"Fintech, Consumer / D2C",,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Namita Thapar,Angel / Individual,"Pre-Seed, Seed",,"Health, Consumer / D2C",,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Vineeta Singh,Angel / Individual,"Pre-Seed, Seed",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Amit Jain,Angel / Individual,"Pre-Seed, Seed",,"Mobility, Consumer / D2C",,,,,,,,Unverified – inferred,HQ India,Lenskart — verify vs others,B,approved_high
Sumeet Arora,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,public angel track,B,approved_high
Ankit Bhati,Angel / Individual,"Pre-Seed, Seed",,Mobility,,,,,,,,Unverified – inferred,HQ India,Ola co-founder angel,B,approved_high
Yashish Dahiya,Angel / Individual,"Pre-Seed, Seed",,"Fintech, Consumer / D2C",,,,,,,,Unverified – inferred,HQ India,Policybazaar,B,approved_high
Alok Bansal,Angel / Individual,"Pre-Seed, Seed",,Fintech,,,,,,,,Unverified – inferred,HQ India,Policybazaar,B,approved_high
Trishneet Arora,Angel / Individual,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,medium,B,approved_high
KITVEN,VC,"Seed, Series A",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,Karnataka state VC,B,approved_high
Hornbill Capital Advisers,VC,"Series A, Series B",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,India growth VC,B,approved_high
Helion Venture Partners,VC,"Seed, Series A, Series B",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,Historic India VC — still relevant references,B,approved_high
Lightbox Ventures,VC,"Series A, Series B",,Consumer / D2C,,,,,,,,Unverified – inferred,HQ India,India consumer VC,B,approved_high
Stanford Angels & Entrepreneurs India,Syndicate / Network,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,Active India cheque,alumni network,B,approved_high
IIT Bombay Alumni Angels,Syndicate / Network,"Pre-Seed, Seed",,Deep Tech,,,,,,,,Unverified – inferred,HQ India,alumni network,B,approved_high
Kerala Angels,Syndicate / Network,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,regional angels,B,approved_high
Pune Angels Network,Syndicate / Network,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,regional angels,B,approved_high
Chartered Angels Network,Syndicate / Network,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,CA community angels,B,approved_high
Maharashtra State Innovation Society,Accelerator,Pre-Seed,,Sector Agnostic,,https://mahasbic.gov.in,,,,,,Unverified – inferred,HQ India,https://mahasbic.gov.in,B,approved_high
Andhra Pradesh Innovation Society,Accelerator,"Pre-Seed, Seed",,Sector Agnostic,,,,,,,,Unverified – inferred,HQ India,state innovation,B,approved_high
Gujarat Student Startup Innovation Hub / i-Hub,Accelerator,Pre-Seed,,Sector Agnostic,,https://www.startupgujarat.in,,,,,,Unverified – inferred,HQ India,https://www.startupgujarat.in,B,approved_high
Karnataka Innovation Authority / Elevate,Accelerator,"Pre-Seed, Seed",,Sector Agnostic,,https://startup.karnataka.gov.in,,,,,,Unverified – inferred,HQ India,https://startup.karnataka.gov.in,B,approved_high
Tamil Nadu Startup & Innovation Mission,Accelerator,"Pre-Seed, Seed",,Sector Agnostic,,https://startuptn.in,,,,,,Unverified – inferred,HQ India,https://startuptn.in,B,approved_high
Odisha Startup / Startup Odisha,Accelerator,"Pre-Seed, Seed",,Sector Agnostic,,https://startupodisha.gov.in,,,,,,Unverified – inferred,HQ India,https://startupodisha.gov.in,B,approved_high
Telangana TSIC / T-Hub related programs,Accelerator,"Pre-Seed, Seed",,Sector Agnostic,,https://enrich.telangana.gov.in,,,,,,Unverified – inferred,HQ India,https://enrich.telangana.gov.in,B,approved_high
