slug,name,company,url
"b-v-narasimham","B.V. Narasimham","Caspian Impact Investments","https://vcdekho.com/investors/b-v-narasimham"
"vipul-roongta","Vipul Roongta","HDFC Capital","https://vcdekho.com/investors/vipul-roongta"
"santosh-iyer","Santosh Iyer","Zoho Investments","https://vcdekho.com/investors/santosh-iyer"
"mani-vembu","Mani Vembu","Zoho Investments","https://vcdekho.com/investors/mani-vembu"
"amita-birla","Amita Birla","Birlasoft Ventures","https://vcdekho.com/investors/amita-birla"
"ajay-piramal","Ajay Piramal","Piramal Family Office","https://vcdekho.com/investors/ajay-piramal"
"anand-piramal","Anand Piramal","Piramal Family Office","https://vcdekho.com/investors/anand-piramal"
"manoj-thakur","Manoj Thakur","Hornbill Capital Advisers","https://vcdekho.com/investors/manoj-thakur"
"sandeep-murthy","Sandeep Murthy","Lightbox Ventures","https://vcdekho.com/investors/sandeep-murthy"
"ajit-a-moopan","Ajit A Moopan","Kerala Angels","https://vcdekho.com/investors/ajit-a-moopan"
"raveendranath-kamath","Raveendranath Kamath","Kerala Angels","https://vcdekho.com/investors/raveendranath-kamath"
"rahul-jain","Rahul Jain","Pune Angels Network","https://vcdekho.com/investors/rahul-jain"
"ca-vishal-thakkar","CA Vishal Thakkar","Pune Angels Network","https://vcdekho.com/investors/ca-vishal-thakkar"
"anjali-bansal","Anjali Bansal","Avaana Capital","https://vcdekho.com/investors/anjali-bansal"
"mr-vikas-bhatt","Mr. Vikas Bhatt","NABVENTURES","https://vcdekho.com/investors/mr-vikas-bhatt"
"mr-ashish-km-choudhury","Mr. Ashish Km Choudhury","NABVENTURES","https://vcdekho.com/investors/mr-ashish-km-choudhury"
"srilalitha-bhattaram","Srilalitha Bhattaram","Astir Ventures","https://vcdekho.com/investors/srilalitha-bhattaram"
"kishore-ganji","Kishore Ganji","Astir Ventures","https://vcdekho.com/investors/kishore-ganji"
"deeksha-ahuja","Deeksha Ahuja","Encubay Ventures","https://vcdekho.com/investors/deeksha-ahuja"
"shivani-bhasin-sachdeva","Shivani Bhasin Sachdeva","India Alternatives","https://vcdekho.com/investors/shivani-bhasin-sachdeva"
"darshan-gandhi","Darshan Gandhi","India Alternatives","https://vcdekho.com/investors/darshan-gandhi"
"netra-parikh","Netra Parikh","Headstart Network Foundation","https://vcdekho.com/investors/netra-parikh"
"amit-singh","Amit Singh","Headstart Network Foundation","https://vcdekho.com/investors/amit-singh"
"gururaj-desh-deshpande","Gururaj Desh Deshpande","Deshpande Startups","https://vcdekho.com/investors/gururaj-desh-deshpande"
"vikas-bali","Vikas Bali","Intellecap","https://vcdekho.com/investors/vikas-bali"
"ashim-ranu","Ashim Ranu","Intellecap","https://vcdekho.com/investors/ashim-ranu"
"anand-mahindra","Anand Mahindra","Mahindra Sparkle","https://vcdekho.com/investors/anand-mahindra"
"anish-shah","Anish Shah","Mahindra Sparkle","https://vcdekho.com/investors/anish-shah"
"dr-abhishek-pareek","DR. ABHISHEK PAREEK","AIC Banasthali","https://vcdekho.com/investors/dr-abhishek-pareek"
"dr-latika-dhuria","DR. LATIKA DHURIA","AIC Banasthali","https://vcdekho.com/investors/dr-latika-dhuria"
"dr-yunus","Dr. Yunus","Startup Himachal","https://vcdekho.com/investors/dr-yunus"
"smt-deepika-rana","Smt. Deepika Rana","Startup Himachal","https://vcdekho.com/investors/smt-deepika-rana"
"sailesh-tulshan-2","Sailesh Tulshan","021 Capital","https://vcdekho.com/investors/sailesh-tulshan-2"
"abhishant-pant","Abhishant Pant","Aagama Ventures","https://vcdekho.com/investors/abhishant-pant"
"shubhanga-prasad","Shubhanga Prasad","Aagama Ventures","https://vcdekho.com/investors/shubhanga-prasad"
"jay-desai","Jay Desai","Allvest","https://vcdekho.com/investors/jay-desai"
"amit-bansal","Amit Bansal","Allvest","https://vcdekho.com/investors/amit-bansal"
"vishal-bakshi","Vishal Bakshi","Avatar Growth Capital","https://vcdekho.com/investors/vishal-bakshi"
"abhay-havaldar","Abhay Havaldar","Avatar Growth Capital","https://vcdekho.com/investors/abhay-havaldar"
"zubin-mehta","Zubin Mehta","Breathe Capital","https://vcdekho.com/investors/zubin-mehta"
"shauraya-bhutani","Shauraya Bhutani","Breathe Capital","https://vcdekho.com/investors/shauraya-bhutani"
"bikramjit-singh-kalra","Bikramjit Singh Kalra","Capitar Ventures","https://vcdekho.com/investors/bikramjit-singh-kalra"
"rahul-mahipal","Rahul Mahipal","Capitar Ventures","https://vcdekho.com/investors/rahul-mahipal"
"davesh-manocha","Davesh Manocha","CDM Capital","https://vcdekho.com/investors/davesh-manocha"
"vidhi-jain","Vidhi Jain","CDM Capital","https://vcdekho.com/investors/vidhi-jain"
"sri-purisai","Sri Purisai","Chakra Fund","https://vcdekho.com/investors/sri-purisai"
"maya-gadhvi","Maya Gadhvi","Chakra Fund","https://vcdekho.com/investors/maya-gadhvi"
"mr-ajit-deshmukh","Mr. Ajit Deshmukh","Equirus Ventures","https://vcdekho.com/investors/mr-ajit-deshmukh"
"mr-krishna-jha","Mr. Krishna Jha","Equirus Ventures","https://vcdekho.com/investors/mr-krishna-jha"
"aditya-parekh","Aditya Parekh","Faering Capital","https://vcdekho.com/investors/aditya-parekh"
"sameer-shroff","Sameer Shroff","Faering Capital","https://vcdekho.com/investors/sameer-shroff"
"anil-saldanha","Anil Saldanha","Fundalogical Ventures","https://vcdekho.com/investors/anil-saldanha"
"shrikant-goyal","Shrikant Goyal","GetFive","https://vcdekho.com/investors/shrikant-goyal"
"ca-kanika-khandelia","CA Kanika Khandelia","GetFive","https://vcdekho.com/investors/ca-kanika-khandelia"
"ravi-kapoor","Ravi Kapoor","Indusbridge Ventures","https://vcdekho.com/investors/ravi-kapoor"
"rahul-devjani","Rahul Devjani","Indusbridge Ventures","https://vcdekho.com/investors/rahul-devjani"
"vishal-goel","Vishal Goel","IXP Lifesciences","https://vcdekho.com/investors/vishal-goel"
"jasmeet-chhabra","Jasmeet Chhabra","IXP Lifesciences","https://vcdekho.com/investors/jasmeet-chhabra"
"krishnakumar-natarajan","Krishnakumar Natarajan","Mela Ventures","https://vcdekho.com/investors/krishnakumar-natarajan"
"viju-george","Viju George","Mela Ventures","https://vcdekho.com/investors/viju-george"
"narayanan-muralidharan","Narayanan Muralidharan","Morphosis Ventures","https://vcdekho.com/investors/narayanan-muralidharan"
"kartik-chandra","Kartik Chandra","Morphosis Ventures","https://vcdekho.com/investors/kartik-chandra"
"dayakar-puskoor","Dayakar Puskoor","Naya Ventures","https://vcdekho.com/investors/dayakar-puskoor"
"vikas-choudhury","Vikas Choudhury","Pivot Ventures","https://vcdekho.com/investors/vikas-choudhury"
"aditya-kedia","Aditya Kedia","Pivot Ventures","https://vcdekho.com/investors/aditya-kedia"
"mr-pankaj-razdan","Mr. Pankaj Razdan","Revanta Capital","https://vcdekho.com/investors/mr-pankaj-razdan"
"mr-vikas-gautam","Mr. Vikas Gautam","Revanta Capital","https://vcdekho.com/investors/mr-vikas-gautam"
"stanley-stephen","Stanley Stephen","Small Ticket Funding","https://vcdekho.com/investors/stanley-stephen"
"sandro-stephen","Sandro Stephen","Small Ticket Funding","https://vcdekho.com/investors/sandro-stephen"
"ghanshyam-ahuja","Ghanshyam Ahuja","Thinkuvate","https://vcdekho.com/investors/ghanshyam-ahuja"
"addison-appu","Addison Appu","Thinkuvate","https://vcdekho.com/investors/addison-appu"
"shylaja-rao","Shylaja Rao","Ventana Ventures","https://vcdekho.com/investors/shylaja-rao"
"poornima-nayak","Poornima Nayak","Ventana Ventures","https://vcdekho.com/investors/poornima-nayak"
"shapath-parikh","Shapath Parikh","White Whale","https://vcdekho.com/investors/shapath-parikh"
"kunal-vora","Kunal Vora","White Whale","https://vcdekho.com/investors/kunal-vora"
"ishpreet-singh-gandhi","Ishpreet Singh Gandhi","Stride Ventures","https://vcdekho.com/investors/ishpreet-singh-gandhi"
"vaibhav-domkundwar","Vaibhav Domkundwar","Better Capital","https://vcdekho.com/investors/vaibhav-domkundwar"
"rahul-chandra","Rahul Chandra","Arkam Ventures","https://vcdekho.com/investors/rahul-chandra"
"bala-srinivasa","Bala Srinivasa","Arkam Ventures","https://vcdekho.com/investors/bala-srinivasa"
"ashis-nayak","Ashis Nayak","Shastra VC","https://vcdekho.com/investors/ashis-nayak"
"avijeet-alagathi","Avijeet Alagathi","Shastra VC","https://vcdekho.com/investors/avijeet-alagathi"
"suraj-juneja","Suraj Juneja","FreeFlow Ventures","https://vcdekho.com/investors/suraj-juneja"
"aaquib-hussain","Aaquib Hussain","FreeFlow Ventures","https://vcdekho.com/investors/aaquib-hussain"
"neeraj-arora","Neeraj Arora","Venture Highway","https://vcdekho.com/investors/neeraj-arora"
"priya-mohan","Priya Mohan","Venture Highway","https://vcdekho.com/investors/priya-mohan"
"manu-chandra","Manu Chandra","Sauce.vc","https://vcdekho.com/investors/manu-chandra"
"ash-lilani","Ash Lilani","Saama","https://vcdekho.com/investors/ash-lilani"
"suresh-shanmugham","Suresh Shanmugham","Saama","https://vcdekho.com/investors/suresh-shanmugham"
"rohini-prakash","Rohini Prakash","Tomorrow Capital","https://vcdekho.com/investors/rohini-prakash"
"anand-prasanna","Anand Prasanna","Iron Pillar","https://vcdekho.com/investors/anand-prasanna"
"venkat-vallabhaneni","Venkat Vallabhaneni","Inflexor Ventures","https://vcdekho.com/investors/venkat-vallabhaneni"
"jatin-desai","Jatin Desai","Inflexor Ventures","https://vcdekho.com/investors/jatin-desai"
"sanjay-nayar","Sanjay Nayar","Sorin Investments","https://vcdekho.com/investors/sanjay-nayar"
"jayshree-kanther-patodi","Jayshree Kanther Patodi","Enzia Ventures","https://vcdekho.com/investors/jayshree-kanther-patodi"
"pratekk-agarwaal","Pratekk Agarwaal","GrowthCap Ventures","https://vcdekho.com/investors/pratekk-agarwaal"
"divyanshi-chowdhary","Divyanshi Chowdhary","DeVC","https://vcdekho.com/investors/divyanshi-chowdhary"
"sasha-mirchandani","Sasha Mirchandani","Kae Capital","https://vcdekho.com/investors/sasha-mirchandani"
"rehan-yar-khan","Rehan Yar Khan","Orios Venture Partners","https://vcdekho.com/investors/rehan-yar-khan"
"alok-goyal","Alok Goyal","Stellaris Venture Partners","https://vcdekho.com/investors/alok-goyal"
"rahul-chowdhri","Rahul Chowdhri","Stellaris Venture Partners","https://vcdekho.com/investors/rahul-chowdhri"
"vishal-mehta","Vishal Mehta","Lok Capital","https://vcdekho.com/investors/vishal-mehta"
"venky-natarajan","Venky Natarajan","Lok Capital","https://vcdekho.com/investors/venky-natarajan"
"kunal-khattar","Kunal Khattar","AdvantEdge Founders","https://vcdekho.com/investors/kunal-khattar"
"sandiip-bhammer","Sandiip Bhammer","Green Frontier Capital","https://vcdekho.com/investors/sandiip-bhammer"
"iain-shovlin","Iain Shovlin","Guild Capital","https://vcdekho.com/investors/iain-shovlin"
"gautam-patel","Gautam Patel","Z3Partners","https://vcdekho.com/investors/gautam-patel"
"rishi-maheshwari","Rishi Maheshwari","Z3Partners","https://vcdekho.com/investors/rishi-maheshwari"
"ashish-chand","Ashish Chand","Nueva Capital","https://vcdekho.com/investors/ashish-chand"
"sohil-chand","Sohil Chand","Nueva Capital","https://vcdekho.com/investors/sohil-chand"
"abhishek-agarwal","Abhishek Agarwal","Appreciate Capital","https://vcdekho.com/investors/abhishek-agarwal"
"sujit-kunte","Sujit Kunte","Spiral Ventures Pte. Ltd.","https://vcdekho.com/investors/sujit-kunte"
"abhinandan-lodha","Abhinandan Lodha","Lodha Ventures","https://vcdekho.com/investors/abhinandan-lodha"
"anisha-ramakrishnan","Anisha Ramakrishnan","Wami Capital - Single Family Office","https://vcdekho.com/investors/anisha-ramakrishnan"
"akshat-chaudhary","Akshat Chaudhary","3 Peaks Ventures","https://vcdekho.com/investors/akshat-chaudhary"
"shilpin-tater","Shilpin Tater","Superb Capital","https://vcdekho.com/investors/shilpin-tater"
"dhianu-das","Dhianu Das","Agility Ventures","https://vcdekho.com/investors/dhianu-das"
"prashant-narang","Prashant Narang","Agility Ventures","https://vcdekho.com/investors/prashant-narang"
"dhruv-dhanraj-bahl","Dhruv Dhanraj Bahl","Eternal Capital (India)","https://vcdekho.com/investors/dhruv-dhanraj-bahl"
"rohit-bafna","Rohit Bafna","888 VC","https://vcdekho.com/investors/rohit-bafna"
"satya-bansal","Satya Bansal","Blue Ashva Capital","https://vcdekho.com/investors/satya-bansal"
"richard-avery-wright","Richard Avery-Wright","1818 Venture Capital","https://vcdekho.com/investors/richard-avery-wright"
"virginia-tan","Virginia Tan","Teja Ventures","https://vcdekho.com/investors/virginia-tan"
"jonathan-sun","Jonathan Sun","UpsideDown VC","https://vcdekho.com/investors/jonathan-sun"
"peter-livingston","Peter Livingston","Unpopular Ventures","https://vcdekho.com/investors/peter-livingston"
"thibault-reichelt","Thibault Reichelt","Unpopular Ventures","https://vcdekho.com/investors/thibault-reichelt"
"aditya-kathpalia","Aditya Kathpalia","Orbit Startups","https://vcdekho.com/investors/aditya-kathpalia"
"abhijit-ray","Abhijit Ray","Unitus Capital","https://vcdekho.com/investors/abhijit-ray"
"kylie-charlton","Kylie Charlton","Unitus Capital","https://vcdekho.com/investors/kylie-charlton"
"mukesh-sharma","Mukesh Sharma","Menterra Ventures","https://vcdekho.com/investors/mukesh-sharma"
"paul-basil","Paul Basil","Menterra Ventures","https://vcdekho.com/investors/paul-basil"
"gopal-jain","Gopal Jain","Gaja Capital","https://vcdekho.com/investors/gopal-jain"
"manish-kejriwal","Manish Kejriwal","Kedaara Capital","https://vcdekho.com/investors/manish-kejriwal"
"sunish-sharma","Sunish Sharma","Kedaara Capital","https://vcdekho.com/investors/sunish-sharma"
"abhishek-agarwal-2","Abhishek Agarwal","OperatorVC","https://vcdekho.com/investors/abhishek-agarwal-2"
"sameer-guglani","Sameer Guglani","Supermorpheus","https://vcdekho.com/investors/sameer-guglani"
"arunav-gupta","Arunav Gupta","Wavelaunch VC","https://vcdekho.com/investors/arunav-gupta"
"pankaj-makkar","Pankaj Makkar","Bertelsmann India Investments","https://vcdekho.com/investors/pankaj-makkar"
"sameer-sain","Sameer Sain","Everstone Group","https://vcdekho.com/investors/sameer-sain"
"raja-kumar","Raja Kumar","Ascent Capital","https://vcdekho.com/investors/raja-kumar"
"gaurav-burman","Gaurav Burman","Burman Family Holdings","https://vcdekho.com/investors/gaurav-burman"
"darshan-engineer","Darshan Engineer","Narotam Sekhsaria Family Office","https://vcdekho.com/investors/darshan-engineer"
"sumeet-narang","Sumeet Narang","Samara Capital","https://vcdekho.com/investors/sumeet-narang"
"nirali-solani","Nirali Solani","Chona Family Office","https://vcdekho.com/investors/nirali-solani"
"gautam-ashra","Gautam Ashra","MGA Ventures","https://vcdekho.com/investors/gautam-ashra"
"jay-desai-2","Jay Desai","MGA Ventures","https://vcdekho.com/investors/jay-desai-2"
"surya-chadha","Surya Chadha","Madison India Capital","https://vcdekho.com/investors/surya-chadha"
"ankur-pahwa","Ankur Pahwa","PeerCapital","https://vcdekho.com/investors/ankur-pahwa"
"karthik-prabhakar","Karthik Prabhakar","PeerCapital","https://vcdekho.com/investors/karthik-prabhakar"
"nishtha-sethi","Nishtha Sethi","The Venture Folks","https://vcdekho.com/investors/nishtha-sethi"
"abhishek-goenka","Abhishek Goenka","RPSG Capital Ventures","https://vcdekho.com/investors/abhishek-goenka"
"mihir-joshi","Mihir Joshi","GVFL Limited","https://vcdekho.com/investors/mihir-joshi"
"ganapathy-venugopal","Ganapathy Venugopal","Axilor Ventures","https://vcdekho.com/investors/ganapathy-venugopal"
"sarath-naru","Sarath Naru","VenturEast","https://vcdekho.com/investors/sarath-naru"
"sushil-sharma","Sushil Sharma","Marwari Catalysts","https://vcdekho.com/investors/sushil-sharma"
"amit-sharma","Amit Sharma","Tanas Capital","https://vcdekho.com/investors/amit-sharma"
"srinivasa-rao-sureddi","Srinivasa Rao Sureddi","GUSEC","https://vcdekho.com/investors/srinivasa-rao-sureddi"
"chetan-mehta","Chetan Mehta","AUM Ventures","https://vcdekho.com/investors/chetan-mehta"
"abhishek-gupta","Abhishek Gupta","TVentures","https://vcdekho.com/investors/abhishek-gupta"
"priya-ramachandran","Priya Ramachandran","Foster Ventures","https://vcdekho.com/investors/priya-ramachandran"
"dhianu-das-2","Dhianu Das","Alfa Ventures","https://vcdekho.com/investors/dhianu-das-2"
"brijesh-damodaran-nair","Brijesh Damodaran Nair","Auxano Capital","https://vcdekho.com/investors/brijesh-damodaran-nair"
"visa-kannan","Visa Kannan","Saison Capital","https://vcdekho.com/investors/visa-kannan"
"chris-kaptein","Chris Kaptein","Integra Partners","https://vcdekho.com/investors/chris-kaptein"
"ankur-shrivastava","Ankur Shrivastava","Momentum Capital","https://vcdekho.com/investors/ankur-shrivastava"
"tarun-bhargava","Tarun Bhargava","AC Ventures","https://vcdekho.com/investors/tarun-bhargava"
"kanwal-rekhi","Kanwal Rekhi","Silicon Valley Quad (SVQ)","https://vcdekho.com/investors/kanwal-rekhi"
"rahul-chowdhury","Rahul Chowdhury","N+1 Capital","https://vcdekho.com/investors/rahul-chowdhury"
"ashish-singla","Ashish Singla","N+1 Capital","https://vcdekho.com/investors/ashish-singla"
"karan-mohla","Karan Mohla","B Capital","https://vcdekho.com/investors/karan-mohla"
"avantika-mandhani","Avantika Mandhani","Anay Ventures","https://vcdekho.com/investors/avantika-mandhani"
"manish-kheterpal","Manish Kheterpal","WaterBridge Ventures","https://vcdekho.com/investors/manish-kheterpal"
"sashi-reddi","Sashi Reddi","SRI Capital","https://vcdekho.com/investors/sashi-reddi"
"karthik-bhat","Karthik Bhat","Force Ventures","https://vcdekho.com/investors/karthik-bhat"
"apoorva-ranjan-sharma","Apoorva Ranjan Sharma","9Unicorns","https://vcdekho.com/investors/apoorva-ranjan-sharma"
"shanti-mohan","Shanti Mohan","LetsVenture","https://vcdekho.com/investors/shanti-mohan"
"nandini-mansinghka","Nandini Mansinghka","Mumbai Angels Network","https://vcdekho.com/investors/nandini-mansinghka"
"j-a-chowdary","J A Chowdary","Hyderabad Angels","https://vcdekho.com/investors/j-a-chowdary"
"sushanto-mitra","Sushanto Mitra","Lead Angels","https://vcdekho.com/investors/sushanto-mitra"
"raghav-kanoria","Raghav Kanoria","Calcutta Angels Network","https://vcdekho.com/investors/raghav-kanoria"
"sanjeev-bikhchandani","Sanjeev Bikhchandani","Info Edge Ventures","https://vcdekho.com/investors/sanjeev-bikhchandani"
"chinmaya-sharma","Chinmaya Sharma","Info Edge Ventures","https://vcdekho.com/investors/chinmaya-sharma"
"nishant-verman","Nishant Verman","Flipkart Ventures","https://vcdekho.com/investors/nishant-verman"
"amey-mashelkar","Amey Mashelkar","JioGenNext","https://vcdekho.com/investors/amey-mashelkar"
"zhooben-bhiwandiwala","Zhooben Bhiwandiwala","Mahindra Partners","https://vcdekho.com/investors/zhooben-bhiwandiwala"
"parag-shah","Parag Shah","Mahindra Partners","https://vcdekho.com/investors/parag-shah"
"chenelle-ansah","Chenelle Ansah","LightPace VC","https://vcdekho.com/investors/chenelle-ansah"
"deep-verma","Deep Verma","Tiger Global Management","https://vcdekho.com/investors/deep-verma"
"badri-pillapakkam","Badri Pillapakkam","Omidyar Network India","https://vcdekho.com/investors/badri-pillapakkam"
"willson-cuaca","Willson Cuaca","East Ventures","https://vcdekho.com/investors/willson-cuaca"
"jeremy-fritzhand","Jeremy Fritzhand","VentureStudio","https://vcdekho.com/investors/jeremy-fritzhand"
"micky-malka","Micky Malka","Ribbit Capital","https://vcdekho.com/investors/micky-malka"
"khaled-jalanbo","Khaled Jalanbo","Valia Ventures","https://vcdekho.com/investors/khaled-jalanbo"
"morgan-schwanke","Morgan Schwanke","Mana Ventures","https://vcdekho.com/investors/morgan-schwanke"
"elizabeth-yin","Elizabeth Yin","Hustle Fund","https://vcdekho.com/investors/elizabeth-yin"
"shiyan-koh","Shiyan Koh","Hustle Fund","https://vcdekho.com/investors/shiyan-koh"
"david-haddad","David Haddad","Superscout","https://vcdekho.com/investors/david-haddad"
"arup-kumar","Arup Kumar","SIDBI Venture Capital","https://vcdekho.com/investors/arup-kumar"
"sanjeev-kumar-shrivastava","Sanjeev Kumar Shrivastava","Canbank Venture Capital Fund","https://vcdekho.com/investors/sanjeev-kumar-shrivastava"
"v-anish-babu","V. Anish Babu","IFCI Venture Capital Funds","https://vcdekho.com/investors/v-anish-babu"
"puneet-nanda","Puneet Nanda","ICICI Venture","https://vcdekho.com/investors/puneet-nanda"
"s-sriniwasan","S. Sriniwasan","Kotak Private Equity","https://vcdekho.com/investors/s-sriniwasan"
"lee-fitzgerald","Lee FitzGerald","Patamar Capital","https://vcdekho.com/investors/lee-fitzgerald"
"sergej-belozerov","Sergej Belozerov","Greyhound Capital","https://vcdekho.com/investors/sergej-belozerov"
"ravi-mehta","Ravi Mehta","Steadview Capital","https://vcdekho.com/investors/ravi-mehta"
"takeshi-ebihara","Takeshi Ebihara","Rebright Partners","https://vcdekho.com/investors/takeshi-ebihara"
"brij-bhasin","Brij Bhasin","Rebright Partners","https://vcdekho.com/investors/brij-bhasin"
"rajan-anandan","Rajan Anandan","Surge","https://vcdekho.com/investors/rajan-anandan"
"jared-friedman","Jared Friedman","Y Combinator","https://vcdekho.com/investors/jared-friedman"
"ray-newal","Ray Newal","Techstars","https://vcdekho.com/investors/ray-newal"
"amit-anand","Amit Anand","Jungle Ventures","https://vcdekho.com/investors/amit-anand"
"paul-santos","Paul Santos","Wavemaker Partners","https://vcdekho.com/investors/paul-santos"
"yinglan-tan","Yinglan Tan","Insignia Ventures Partners","https://vcdekho.com/investors/yinglan-tan"
"supriya-singh","Supriya Singh","JAFCO Asia","https://vcdekho.com/investors/supriya-singh"
"tow-heng-tan","Tow Heng Tan","Seviora","https://vcdekho.com/investors/tow-heng-tan"
"shantanu-rastogi","Shantanu Rastogi","General Atlantic","https://vcdekho.com/investors/shantanu-rastogi"
"vishal-gupta","Vishal Gupta","Bessemer Venture Partners","https://vcdekho.com/investors/vishal-gupta"
"ashutosh-sharma","Ashutosh Sharma","Prosus Ventures","https://vcdekho.com/investors/ashutosh-sharma"
"apoorve-goyal","Apoorve Goyal","Prosus Ventures","https://vcdekho.com/investors/apoorve-goyal"
"ravi-lambah","Ravi Lambah","Temasek","https://vcdekho.com/investors/ravi-lambah"
"sumer-juneja","Sumer Juneja","SoftBank Investment Advisers","https://vcdekho.com/investors/sumer-juneja"
"jp-lee","JP Lee","SoftBank Ventures Asia","https://vcdekho.com/investors/jp-lee"
"nikhil-sachdev","Nikhil Sachdev","Insight Partners","https://vcdekho.com/investors/nikhil-sachdev"
"rahul-kishore","Rahul Kishore","Coatue Management","https://vcdekho.com/investors/rahul-kishore"
"yuri-milner","Yuri Milner","DST Global","https://vcdekho.com/investors/yuri-milner"
"mukesh-mehta","Mukesh Mehta","Blackstone Growth","https://vcdekho.com/investors/mukesh-mehta"
"narendra-ostawal","Narendra Ostawal","Warburg Pincus","https://vcdekho.com/investors/narendra-ostawal"
"amit-chandra","Amit Chandra","Bain Capital","https://vcdekho.com/investors/amit-chandra"
"amit-jain","Amit Jain","Carlyle Group","https://vcdekho.com/investors/amit-jain"
"brahmal-vasudevan","Brahmal Vasudevan","Creador","https://vcdekho.com/investors/brahmal-vasudevan"
"kabir-thakur","Kabir Thakur","Creador","https://vcdekho.com/investors/kabir-thakur"
"shilpa-kumar","Shilpa Kumar","British International Investment","https://vcdekho.com/investors/shilpa-kumar"
"vincent-vandenbussche","Vincent Vandenbussche","Proparco","https://vcdekho.com/investors/vincent-vandenbussche"
"prachi-windlass","Prachi Windlass","Michael & Susan Dell Foundation","https://vcdekho.com/investors/prachi-windlass"
"sachin-chiramel","Sachin Chiramel","Cisco Investments","https://vcdekho.com/investors/sachin-chiramel"
"snehal-deshpande","Snehal Deshpande","Samsung Ventures","https://vcdekho.com/investors/snehal-deshpande"
"abhijeet-muzumdar","Abhijeet Muzumdar","Amazon Smbhav Venture Fund","https://vcdekho.com/investors/abhijeet-muzumdar"
"alex-manson","Alex Manson","SC Ventures","https://vcdekho.com/investors/alex-manson"
"pawan-chaturvedi","Pawan Chaturvedi","Unilever Ventures","https://vcdekho.com/investors/pawan-chaturvedi"
"srini-vudayagiri","Srini Vudayagiri","Brand Capital","https://vcdekho.com/investors/srini-vudayagiri"
"nitish-mittersain","Nitish Mittersain","Nazara Ventures","https://vcdekho.com/investors/nitish-mittersain"
"yoko-fukata","Yoko Fukata","Sony Innovation Fund","https://vcdekho.com/investors/yoko-fukata"
"robert-linck","Robert Linck","Shell Ventures","https://vcdekho.com/investors/robert-linck"
"padmaja-ruparel","Padmaja Ruparel","IAN Fund","https://vcdekho.com/investors/padmaja-ruparel"
"rajnish-kapur","Rajnish Kapur","IAN Fund","https://vcdekho.com/investors/rajnish-kapur"
"priyanka-agarwal-chopra","Priyanka Agarwal Chopra","CIIE.CO","https://vcdekho.com/investors/priyanka-agarwal-chopra"
"kavikrut","Kavikrut","T-Hub","https://vcdekho.com/investors/kavikrut"
"c-v-jawahar","C. V. Jawahar","CIE IIIT Hyderabad","https://vcdekho.com/investors/c-v-jawahar"
"hemant-gupta","Hemant Gupta","Zone Startups India","https://vcdekho.com/investors/hemant-gupta"
"kalpesh-kikani","Kalpesh Kikani","Piramal Alternatives","https://vcdekho.com/investors/kalpesh-kikani"
"amit-agarwal","Amit Agarwal","Edelweiss Alternative Asset Advisors","https://vcdekho.com/investors/amit-agarwal"
"vishal-tulsyan","Vishal Tulsyan","Motilal Oswal Private Equity","https://vcdekho.com/investors/vishal-tulsyan"
"darius-pandole","Darius Pandole","JM Financial Private Equity","https://vcdekho.com/investors/darius-pandole"
"shreyansh-singh","Shreyansh Singh","Polygon Ventures","https://vcdekho.com/investors/shreyansh-singh"
"pranav-sharma","Pranav Sharma","Woodstock Fund","https://vcdekho.com/investors/pranav-sharma"
"himanshu-yadav","Himanshu Yadav","Woodstock Fund","https://vcdekho.com/investors/himanshu-yadav"
"harsh-jain","Harsh Jain","Dream Sports Ventures","https://vcdekho.com/investors/harsh-jain"
"t-s-anantakrishnan","T. S. Anantakrishnan","Varanium Capital Advisors","https://vcdekho.com/investors/t-s-anantakrishnan"
"aparajit-bhandarkar","Aparajit Bhandarkar","Varanium Capital Advisors","https://vcdekho.com/investors/aparajit-bhandarkar"
"rohit-jain","Rohit Jain","CoinDCX Ventures","https://vcdekho.com/investors/rohit-jain"
"prem-prabhakar","Prem Prabhakar","SBI Caps Ventures / SBICAP Ventures","https://vcdekho.com/investors/prem-prabhakar"
"anoop-ambika","Anoop Ambika","Kerala Startup Mission","https://vcdekho.com/investors/anoop-ambika"
"rasika-prashant","Rasika Prashant","NSRCEL","https://vcdekho.com/investors/rasika-prashant"
"sameer-nath","Sameer Nath","IIFL Seed Venture Fund / IIFL PE","https://vcdekho.com/investors/sameer-nath"
"sumegh-bhatia","Sumegh Bhatia","Lighthouse Canton","https://vcdekho.com/investors/sumegh-bhatia"
"suranjana-ghosh","Suranjana Ghosh","Marico Growth Ventures","https://vcdekho.com/investors/suranjana-ghosh"
"ronnie-screwvala","Ronnie Screwvala","upGrad Ventures","https://vcdekho.com/investors/ronnie-screwvala"
"himanshu-kapoor","Himanshu Kapoor","PayU Ventures","https://vcdekho.com/investors/himanshu-kapoor"
"mayank-shiromani","Mayank Shiromani","Mitsubishi UFJ Capital","https://vcdekho.com/investors/mayank-shiromani"
"rahil-rangwala","Rahil Rangwala","Accion Venture Lab","https://vcdekho.com/investors/rahil-rangwala"
"srinivas-ramanujam","Srinivas Ramanujam","Villgro","https://vcdekho.com/investors/srinivas-ramanujam"
"tamaswati-ghosh","Tamaswati Ghosh","IIT Madras Incubation Cell","https://vcdekho.com/investors/tamaswati-ghosh"
